sequence,frame,gt_x,gt_y,gt_w,gt_h,pred_x,pred_y,pred_w,pred_h,iou
Bird1,0069.jpg,383,173,31,37,410,191,31,37,0.034265103697024346
Bird1,0070.jpg,383,174,31,37,420,191,31,37,0.0
Bird1,0071.jpg,386,174,31,37,410,191,31,37,0.06499535747446611
Bird1,0072.jpg,383,174,31,37,420,191,31,37,0.0
Bird1,0073.jpg,383,176,31,37,440,201,31,37,0.0
Bird1,0074.jpg,383,176,31,37,420,191,31,37,0.0
Bird1,0075.jpg,383,176,31,37,410,171,31,37,0.05909510618651893
Bird1,0076.jpg,383,176,31,37,410,171,31,37,0.05909510618651893
Bird1,0077.jpg,383,176,31,37,420,191,31,37,0.0
Bird1,0078.jpg,383,178,31,37,420,191,31,37,0.0
Bird1,0079.jpg,383,178,31,37,420,191,31,37,0.0
Bird1,0080.jpg,380,179,31,37,420,191,31,37,0.0
Bird1,0081.jpg,380,181,31,37,420,191,31,37,0.0
Bird1,0082.jpg,380,181,31,37,420,191,31,37,0.0
Bird1,0083.jpg,379,182,31,37,430,191,31,37,0.0
Bird1,0084.jpg,379,182,31,37,430,191,31,37,0.0
Bird1,0085.jpg,379,182,31,37,430,191,31,37,0.0
Bird1,0086.jpg,379,182,31,37,440,191,31,37,0.0
Bird1,0087.jpg,378,184,31,37,440,191,31,37,0.0
Bird1,0088.jpg,378,184,31,37,440,191,31,37,0.0
Bird1,0089.jpg,378,184,31,37,450,191,31,37,0.0
Bird1,0090.jpg,375,183,31,37,450,191,31,37,0.0
Bird1,0091.jpg,375,183,31,37,460,191,31,37,0.0
Bird1,0092.jpg,375,183,31,37,450,181,31,37,0.0
Bird1,0093.jpg,375,183,31,37,450,181,31,37,0.0
Bird1,0094.jpg,375,183,31,37,450,181,31,37,0.0
Bird1,0095.jpg,375,183,31,37,450,181,31,37,0.0
Bird1,0096.jpg,372,184,31,37,450,171,31,37,0.0
Bird1,0097.jpg,371,185,31,37,460,181,31,37,0.0
Bird1,0098.jpg,371,185,31,37,470,181,31,37,0.0
Bird1,0099.jpg,370,185,31,37,470,181,31,37,0.0
Bird1,0100.jpg,370,187,31,37,480,181,31,37,0.0
Bird1,0101.jpg,369,187,31,37,460,171,31,37,0.0
Bird1,0102.jpg,369,187,31,37,480,171,31,37,0.0
Bird1,0103.jpg,367,185,31,37,480,171,31,37,0.0
Bird1,0104.jpg,367,185,31,37,490,171,31,37,0.0
Bird1,0105.jpg,367,185,31,37,500,171,31,37,0.0
Bird1,0106.jpg,364,185,31,37,510,171,31,37,0.0
Bird1,0107.jpg,363,186,31,37,500,161,31,37,0.0
Bird1,0108.jpg,363,186,31,37,510,161,31,37,0.0
Bird1,0109.jpg,362,186,31,37,510,151,31,37,0.0
Bird1,0110.jpg,362,186,31,37,510,141,31,37,0.0
Bird1,0111.jpg,358,186,31,37,520,141,31,37,0.0
Bird1,0112.jpg,358,185,31,37,530,141,31,37,0.0
Bird1,0113.jpg,358,185,31,37,550,141,31,37,0.0
Bird1,0114.jpg,357,185,31,37,550,131,31,37,0.0
Bird1,0115.jpg,356,186,31,37,570,131,31,37,0.0
Bird1,0116.jpg,356,186,31,37,570,121,31,37,0.0
Bird1,0117.jpg,356,186,31,37,590,121,31,37,0.0
Bird1,0118.jpg,355,185,31,37,610,111,31,37,0.0
Bird1,0119.jpg,355,185,31,37,620,101,31,37,0.0
Bird1,0120.jpg,353,182,31,37,620,81,31,37,0.0
Bird1,0121.jpg,353,182,31,37,640,71,31,37,0.0
Bird1,0122.jpg,352,181,31,37,650,61,31,37,0.0
Bird1,0123.jpg,352,181,31,37,670,41,31,37,0.0
Bird1,0124.jpg,352,185,31,37,670,21,31,37,0.0
Bird1,0125.jpg,350,182,31,37,680,31,31,37,0.0
Bird1,0126.jpg,350,182,31,37,680,31,31,37,0.0
Bird1,0127.jpg,350,181,31,37,660,51,31,37,0.0
Bird1,0128.jpg,349,179,31,37,680,51,31,37,0.0
Bird1,0129.jpg,349,179,31,37,680,51,31,37,0.0
Bird1,0130.jpg,345,181,31,37,670,71,31,37,0.0
Bird1,0131.jpg,344,180,31,37,680,71,31,37,0.0
Bird1,0132.jpg,345,177,31,37,680,71,31,37,0.0
Bird1,0133.jpg,345,176,31,37,680,71,31,37,0.0
Bird1,0134.jpg,345,176,31,37,680,71,31,37,0.0
Bird1,0135.jpg,345,176,31,37,680,71,31,37,0.0
Bird1,0136.jpg,345,174,31,37,680,71,31,37,0.0
Bird1,0137.jpg,345,172,31,37,680,71,31,37,0.0
Bird1,0138.jpg,344,171,31,37,680,71,31,37,0.0
Bird1,0139.jpg,344,169,31,37,680,71,31,37,0.0
Bird1,0140.jpg,343,168,31,37,680,71,31,37,0.0
Bird1,0141.jpg,341,166,31,37,680,71,31,37,0.0
Bird1,0142.jpg,341,166,31,37,680,71,31,37,0.0
Bird1,0143.jpg,340,164,31,37,680,71,31,37,0.0
Bird1,0144.jpg,339,163,31,37,680,71,31,37,0.0
Bird1,0145.jpg,339,163,31,37,680,71,31,37,0.0
Bird1,0146.jpg,339,163,31,37,680,71,31,37,0.0
Bird1,0147.jpg,339,163,31,37,680,71,31,37,0.0
Bird1,0148.jpg,339,163,31,37,680,71,31,37,0.0
Bird1,0149.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0150.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0151.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0152.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0153.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0154.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0155.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0156.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0157.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0158.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0159.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0160.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0161.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0162.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0163.jpg,339,163,31,37,660,61,31,37,0.0
Bird1,0164.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0165.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0166.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0167.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0168.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0169.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0170.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0171.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0172.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0173.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0174.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0175.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0176.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0177.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0178.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0179.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0180.jpg,339,163,31,37,650,41,31,37,0.0
Bird1,0181.jpg,345,161,31,37,650,41,31,37,0.0
Bird1,0182.jpg,344,158,31,37,650,41,31,37,0.0
Bird1,0183.jpg,345,157,31,37,650,41,31,37,0.0
Bird1,0184.jpg,349,157,31,37,650,41,31,37,0.0
Bird1,0185.jpg,349,157,31,37,650,41,31,37,0.0
Bird1,0186.jpg,349,156,31,37,650,41,31,37,0.0
Bird1,0187.jpg,349,156,31,37,650,41,31,37,0.0
Bird1,0188.jpg,348,152,31,37,650,41,31,37,0.0
Bird1,0189.jpg,348,152,31,37,650,41,31,37,0.0
Bird1,0190.jpg,348,153,31,37,650,41,31,37,0.0
Bird1,0191.jpg,348,153,31,37,650,41,31,37,0.0
Bird1,0192.jpg,348,153,31,37,650,41,31,37,0.0
Bird1,0193.jpg,348,153,31,37,650,41,31,37,0.0
Bird1,0194.jpg,348,151,31,37,650,41,31,37,0.0
Bird1,0195.jpg,348,151,31,37,650,41,31,37,0.0
Bird1,0196.jpg,348,147,31,37,650,41,31,37,0.0
Bird1,0197.jpg,348,147,31,37,650,41,31,37,0.0
Bird1,0198.jpg,348,147,31,37,650,41,31,37,0.0
Bird1,0199.jpg,348,147,31,37,650,41,31,37,0.0
Bird1,0200.jpg,348,147,31,37,650,41,31,37,0.0
Bird1,0201.jpg,348,147,31,37,650,41,31,37,0.0
Bird1,0202.jpg,348,147,31,37,650,41,31,37,0.0
Bird1,0203.jpg,348,145,31,37,650,41,31,37,0.0
Bird1,0204.jpg,348,145,31,37,650,41,31,37,0.0
Bird1,0205.jpg,348,145,31,37,650,41,31,37,0.0
Bird1,0206.jpg,350,136,31,37,650,41,31,37,0.0
Bird1,0207.jpg,350,136,31,37,650,41,31,37,0.0
Bird1,0208.jpg,349,139,31,37,650,41,31,37,0.0
Bird1,0209.jpg,350,139,31,37,650,41,31,37,0.0
Bird1,0210.jpg,350,139,31,37,650,41,31,37,0.0
Bird1,0211.jpg,351,137,31,37,650,41,31,37,0.0
Bird1,0212.jpg,348,134,31,37,650,41,31,37,0.0
Bird1,0213.jpg,348,134,31,37,650,41,31,37,0.0
Bird1,0214.jpg,348,133,31,37,650,41,31,37,0.0
Bird1,0215.jpg,348,133,31,37,650,41,31,37,0.0
Bird1,0216.jpg,349,131,31,37,650,41,31,37,0.0
Bird1,0217.jpg,348,130,31,37,650,41,31,37,0.0
Bird1,0218.jpg,348,130,31,37,650,41,31,37,0.0
Bird1,0219.jpg,348,125,31,37,650,41,31,37,0.0
Bird1,0220.jpg,348,123,31,37,650,41,31,37,0.0
Bird1,0221.jpg,348,122,31,37,650,41,31,37,0.0
Bird1,0222.jpg,348,123,31,37,650,41,31,37,0.0
Bird1,0223.jpg,349,122,31,37,650,41,31,37,0.0
Bird1,0224.jpg,348,120,31,37,650,41,31,37,0.0
Bird1,0225.jpg,348,119,31,37,650,41,31,37,0.0
Bird1,0226.jpg,350,114,31,37,640,61,31,37,0.0
Bird1,0227.jpg,349,115,31,37,640,61,31,37,0.0
Bird1,0228.jpg,349,115,31,37,640,61,31,37,0.0
Bird1,0229.jpg,350,113,31,37,640,61,31,37,0.0
Bird1,0230.jpg,350,112,31,37,640,61,31,37,0.0
Bird1,0231.jpg,350,112,31,37,630,61,31,37,0.0
Bird1,0232.jpg,350,112,31,37,620,61,31,37,0.0
Bird1,0233.jpg,347,108,31,37,600,61,31,37,0.0
Bird1,0234.jpg,349,109,31,37,600,61,31,37,0.0
Bird1,0235.jpg,349,109,31,37,600,61,31,37,0.0
Bird1,0236.jpg,349,109,31,37,600,61,31,37,0.0
Bird1,0237.jpg,349,109,31,37,600,61,31,37,0.0
Bird1,0238.jpg,349,109,31,37,600,61,31,37,0.0
Bird1,0239.jpg,349,109,31,37,600,61,31,37,0.0
Bird1,0240.jpg,349,109,31,37,600,61,31,37,0.0
Bird1,0241.jpg,349,109,31,37,600,61,31,37,0.0
Bird1,0242.jpg,349,109,31,37,600,61,31,37,0.0
Bird1,0243.jpg,346,106,31,37,600,61,31,37,0.0
Bird1,0244.jpg,348,104,31,37,600,81,31,37,0.0
Bird1,0245.jpg,348,102,31,37,590,101,31,37,0.0
Bird1,0246.jpg,348,98,31,37,590,111,31,37,0.0
Bird1,0247.jpg,348,97,31,37,610,131,31,37,0.0
Bird1,0248.jpg,348,97,31,37,600,151,31,37,0.0
Bird1,0249.jpg,348,92,31,37,590,161,31,37,0.0
Bird1,0250.jpg,348,87,31,37,610,151,31,37,0.0
Bird1,0251.jpg,348,81,31,37,590,151,31,37,0.0
Bird1,0252.jpg,351,73,31,37,600,151,31,37,0.0
Bird1,0253.jpg,358,67,31,37,600,151,31,37,0.0
Bird1,0254.jpg,361,63,31,37,580,151,31,37,0.0
Bird1,0255.jpg,362,62,31,37,580,151,31,37,0.0
Bird1,0256.jpg,364,61,31,37,600,141,31,37,0.0
Bird1,0257.jpg,374,57,31,37,600,141,31,37,0.0
Bird1,0258.jpg,383,49,31,37,620,141,31,37,0.0
Bird1,0259.jpg,383,47,31,37,620,141,31,37,0.0
Bird1,0260.jpg,394,42,31,37,600,141,31,37,0.0
Bird1,0261.jpg,399,40,31,37,610,141,31,37,0.0
Bird1,0262.jpg,404,36,31,37,600,161,31,37,0.0
Bird1,0263.jpg,414,35,31,37,580,141,31,37,0.0
Bird1,0264.jpg,421,36,31,37,600,161,31,37,0.0
Bird1,0265.jpg,429,36,31,37,580,171,31,37,0.0
Bird1,0266.jpg,436,36,31,37,570,191,31,37,0.0
Bird1,0267.jpg,441,39,31,37,570,191,31,37,0.0
Bird1,0268.jpg,451,43,31,37,570,191,31,37,0.0
Bird1,0269.jpg,457,47,31,37,570,191,31,37,0.0
Bird1,0270.jpg,469,51,31,37,580,191,31,37,0.0
Bird1,0271.jpg,477,55,31,37,580,191,31,37,0.0
Bird1,0272.jpg,484,61,31,37,580,191,31,37,0.0
Bird1,0273.jpg,486,65,31,37,580,191,31,37,0.0
Bird1,0274.jpg,492,70,31,37,600,191,31,37,0.0
Bird1,0275.jpg,501,79,31,37,600,191,31,37,0.0
Bird1,0276.jpg,508,82,31,37,600,191,31,37,0.0
Bird1,0277.jpg,512,90,31,37,590,181,31,37,0.0
Bird1,0278.jpg,514,95,31,37,590,181,31,37,0.0
Bird1,0279.jpg,523,103,31,37,600,181,31,37,0.0
Bird1,0280.jpg,528,108,31,37,600,181,31,37,0.0
Bird1,0281.jpg,529,116,31,37,600,181,31,37,0.0
Bird1,0282.jpg,529,125,31,37,600,181,31,37,0.0
Bird1,0283.jpg,537,132,31,37,600,181,31,37,0.0
Bird1,0284.jpg,537,138,31,37,610,181,31,37,0.0
Bird1,0285.jpg,544,144,31,37,610,181,31,37,0.0
Bird1,0286.jpg,546,154,31,37,610,181,31,37,0.0
Bird1,0287.jpg,547,161,31,37,610,181,31,37,0.0
Bird1,0288.jpg,554,175,31,37,630,181,31,37,0.0
Bird1,0289.jpg,552,180,31,37,620,181,31,37,0.0
Bird1,0290.jpg,556,181,31,37,620,181,31,37,0.0
Bird1,0291.jpg,557,190,31,37,630,181,31,37,0.0
Bird1,0292.jpg,557,206,31,37,630,181,31,37,0.0
Bird1,0293.jpg,558,216,31,37,630,181,31,37,0.0
Bird1,0294.jpg,559,218,31,37,640,181,31,37,0.0
Bird1,0295.jpg,561,224,31,37,640,181,31,37,0.0
Bird1,0296.jpg,561,236,31,37,640,181,31,37,0.0
Bird1,0297.jpg,563,241,31,37,640,171,31,37,0.0
Bird1,0298.jpg,562,251,31,37,640,171,31,37,0.0
Bird1,0299.jpg,563,254,31,37,640,171,31,37,0.0
Bird1,0300.jpg,563,259,31,37,650,171,31,37,0.0
Bird1,0301.jpg,564,269,31,37,670,181,31,37,0.0
Bird1,0302.jpg,564,271,31,37,650,171,31,37,0.0
Bird1,0303.jpg,561,274,31,37,670,181,31,37,0.0
Bird1,0304.jpg,558,277,31,37,660,171,31,37,0.0
Bird1,0305.jpg,551,279,31,37,660,171,31,37,0.0
Bird1,0306.jpg,553,280,31,37,670,171,31,37,0.0
Bird1,0307.jpg,546,280,31,37,680,181,31,37,0.0
Bird1,0308.jpg,546,280,31,37,670,171,31,37,0.0
Bird1,0309.jpg,543,279,31,37,680,171,31,37,0.0
Bird1,0310.jpg,536,278,31,37,680,171,31,37,0.0
Bird1,0311.jpg,535,278,31,37,680,171,31,37,0.0
Bird1,0312.jpg,531,278,31,37,680,171,31,37,0.0
Bird1,0313.jpg,524,278,31,37,680,151,31,37,0.0
Bird1,0314.jpg,516,278,31,37,680,151,31,37,0.0
Bird1,0315.jpg,512,277,31,37,680,151,31,37,0.0
Bird1,0316.jpg,508,274,31,37,680,151,31,37,0.0
Bird1,0317.jpg,506,272,31,37,680,151,31,37,0.0
Bird1,0318.jpg,504,271,31,37,680,151,31,37,0.0
Bird1,0319.jpg,504,270,31,37,680,151,31,37,0.0
Bird1,0320.jpg,504,267,31,37,680,141,31,37,0.0
Bird1,0321.jpg,504,267,31,37,680,141,31,37,0.0
Bird1,0322.jpg,504,264,31,37,680,141,31,37,0.0
Bird1,0323.jpg,505,263,31,37,670,141,31,37,0.0
Bird1,0324.jpg,505,259,31,37,680,161,31,37,0.0
Bird1,0325.jpg,505,258,31,37,670,181,31,37,0.0
Bird1,0326.jpg,504,256,31,37,670,191,31,37,0.0
Bird1,0327.jpg,504,253,31,37,680,171,31,37,0.0
Bird1,0328.jpg,504,248,31,37,670,151,31,37,0.0
Bird1,0329.jpg,507,243,31,37,650,151,31,37,0.0
Bird1,0330.jpg,505,240,31,37,650,151,31,37,0.0
Bird1,0331.jpg,501,235,31,37,630,171,31,37,0.0
Bird1,0332.jpg,502,231,31,37,610,151,31,37,0.0
Bird1,0333.jpg,500,227,31,37,620,131,31,37,0.0
Bird1,0334.jpg,499,221,31,37,630,111,31,37,0.0
Bird1,0335.jpg,496,218,31,37,620,131,31,37,0.0
Bird1,0336.jpg,494,213,31,37,620,131,31,37,0.0
Bird1,0337.jpg,493,211,31,37,640,121,31,37,0.0
Bird1,0338.jpg,492,207,31,37,620,141,31,37,0.0
Bird1,0339.jpg,492,202,31,37,600,121,31,37,0.0
Bird1,0340.jpg,490,197,31,37,590,131,31,37,0.0
Bird1,0341.jpg,487,187,31,37,610,121,31,37,0.0
Bird1,0342.jpg,484,171,31,37,590,141,31,37,0.0
Bird1,0343.jpg,482,164,31,37,590,141,31,37,0.0
Bird1,0344.jpg,480,154,31,37,590,141,31,37,0.0
Bird1,0345.jpg,478,149,31,37,590,151,31,37,0.0
Bird1,0346.jpg,477,148,31,37,600,141,31,37,0.0
Bird1,0347.jpg,477,146,31,37,590,151,31,37,0.0
Bird1,0348.jpg,478,141,31,37,590,151,31,37,0.0
Bird1,0349.jpg,479,137,31,37,610,141,31,37,0.0
Bird1,0350.jpg,475,132,31,37,600,161,31,37,0.0
Bird1,0351.jpg,473,128,31,37,610,141,31,37,0.0
Bird1,0352.jpg,473,132,31,37,600,161,31,37,0.0
Bird1,0353.jpg,472,133,31,37,580,161,31,37,0.0
Bird1,0354.jpg,472,133,31,37,560,181,31,37,0.0
Bird1,0355.jpg,472,133,31,37,560,191,31,37,0.0
Bird1,0356.jpg,470,137,31,37,580,191,31,37,0.0
Bird1,0357.jpg,468,135,31,37,580,171,31,37,0.0
Bird1,0358.jpg,468,141,31,37,580,171,31,37,0.0
Bird1,0359.jpg,472,141,31,37,590,191,31,37,0.0
Bird1,0360.jpg,469,144,31,37,600,191,31,37,0.0
Bird1,0361.jpg,469,149,31,37,590,201,31,37,0.0
Bird1,0362.jpg,469,154,31,37,590,201,31,37,0.0
Bird1,0363.jpg,472,165,31,37,600,201,31,37,0.0
Bird1,0364.jpg,472,174,31,37,600,201,31,37,0.0
Bird1,0365.jpg,472,182,31,37,620,211,31,37,0.0
Bird1,0366.jpg,471,188,31,37,640,191,31,37,0.0
Bird1,0367.jpg,471,194,31,37,630,211,31,37,0.0
Bird1,0368.jpg,471,202,31,37,650,211,31,37,0.0
Bird1,0369.jpg,474,209,31,37,640,201,31,37,0.0
Bird1,0370.jpg,474,209,31,37,650,221,31,37,0.0
Bird1,0371.jpg,474,209,31,37,670,211,31,37,0.0
Bird1,0372.jpg,483,213,31,37,660,201,31,37,0.0
Bird1,0373.jpg,483,213,31,37,670,221,31,37,0.0
Bird1,0374.jpg,483,213,31,37,670,201,31,37,0.0
Bird1,0375.jpg,484,224,31,37,680,201,31,37,0.0
Bird1,0376.jpg,484,224,31,37,680,181,31,37,0.0
Bird1,0377.jpg,487,222,31,37,660,191,31,37,0.0
Bird1,0378.jpg,488,224,31,37,670,191,31,37,0.0
Bird1,0379.jpg,488,224,31,37,680,191,31,37,0.0
Bird1,0380.jpg,491,226,31,37,680,191,31,37,0.0
Bird1,0381.jpg,491,226,31,37,680,191,31,37,0.0
Bird1,0382.jpg,497,226,31,37,670,211,31,37,0.0
Bird1,0383.jpg,497,226,31,37,650,191,31,37,0.0
Bird1,0384.jpg,496,224,31,37,640,191,31,37,0.0
Bird1,0385.jpg,496,224,31,37,650,191,31,37,0.0
Bird1,0386.jpg,498,225,31,37,670,171,31,37,0.0
Bird1,0387.jpg,503,228,31,37,680,181,31,37,0.0
Bird1,0388.jpg,502,226,31,37,680,171,31,37,0.0
Bird1,0389.jpg,496,228,31,37,680,191,31,37,0.0
Bird1,0390.jpg,502,232,31,37,680,211,31,37,0.0
Bird1,0391.jpg,499,232,31,37,660,231,31,37,0.0
Bird1,0392.jpg,497,231,31,37,670,241,31,37,0.0
Bird1,0393.jpg,493,234,31,37,680,241,31,37,0.0
Bird1,0394.jpg,491,234,31,37,680,241,31,37,0.0
Bird1,0395.jpg,488,236,31,37,680,241,31,37,0.0
Bird1,0396.jpg,481,237,31,37,680,241,31,37,0.0
Bird1,0397.jpg,476,236,31,37,660,231,31,37,0.0
Bird1,0398.jpg,469,241,31,37,680,221,31,37,0.0
Bird1,0399.jpg,466,241,31,37,660,201,31,37,0.0
Bird1,0400.jpg,459,242,31,37,670,221,31,37,0.0
Bird1,0401.jpg,443,243,31,37,680,201,31,37,0.0
Bird1,0402.jpg,435,243,31,37,680,211,31,37,0.0
Bird1,0403.jpg,426,245,31,37,660,191,31,37,0.0
Bird1,0404.jpg,408,245,31,37,650,171,31,37,0.0
Bird1,0405.jpg,381,248,31,37,650,181,31,37,0.0
Bird1,0406.jpg,359,251,31,37,660,181,31,37,0.0
Bird1,0407.jpg,339,254,31,37,670,181,31,37,0.0
Bird1,0408.jpg,315,254,31,37,680,181,31,37,0.0
Bird2,0001.jpg,82,218,69,73,82,218,69,73,1.0
Bird2,0002.jpg,86,216,69,73,92,198,69,73,0.5242850658193373
Bird2,0003.jpg,90,219,69,73,82,198,69,73,0.45957693422196466
Bird2,0004.jpg,93,220,69,73,92,178,69,73,0.26462465478282704
Bird2,0005.jpg,100,220,69,73,92,188,69,73,0.33025221180509706
Bird2,0006.jpg,103,221,69,73,72,198,69,73,0.2324443356985564
Bird2,0007.jpg,108,221,69,73,82,198,69,73,0.27132761231701163
Bird2,0008.jpg,112,220,69,73,82,198,69,73,0.24601113172541744
Bird2,0009.jpg,116,216,69,73,72,198,69,73,0.15806414530405793
Bird2,0010.jpg,120,223,69,73,92,178,69,73,0.12861304055568004
Bird2,0011.jpg,128,221,69,73,92,158,69,73,0.033866995073891626
Bird2,0012.jpg,128,225,69,73,92,138,69,73,0.0
Bird2,0013.jpg,133,224,69,73,72,118,69,73,0.0
Bird2,0014.jpg,137,225,69,73,92,98,69,73,0.0
Bird2,0015.jpg,142,228,69,73,112,78,69,73,0.0
Bird2,0016.jpg,148,231,69,73,112,78,69,73,0.0
Bird2,0017.jpg,150,233,69,73,112,78,69,73,0.0
Bird2,0018.jpg,153,234,69,73,112,78,69,73,0.0
Bird2,0019.jpg,160,234,69,73,112,78,69,73,0.0
Bird2,0020.jpg,166,234,69,73,112,78,69,73,0.0
Bird2,0021.jpg,170,234,69,73,112,78,69,73,0.0
Bird2,0022.jpg,175,234,69,73,112,78,69,73,0.0
Bird2,0023.jpg,176,234,69,73,112,78,69,73,0.0
Bird2,0024.jpg,182,234,69,73,112,78,69,73,0.0
Bird2,0025.jpg,186,236,69,73,112,78,69,73,0.0
Bird2,0026.jpg,190,240,69,73,102,78,69,73,0.0
Bird2,0027.jpg,193,240,69,73,102,78,69,73,0.0
Bird2,0028.jpg,202,241,69,73,102,78,69,73,0.0
Bird2,0029.jpg,201,243,69,73,102,78,69,73,0.0
Bird2,0030.jpg,207,243,69,73,102,78,69,73,0.0
Bird2,0031.jpg,210,240,69,73,102,78,69,73,0.0
Bird2,0032.jpg,212,240,69,73,112,68,69,73,0.0
Bird2,0033.jpg,218,240,69,73,92,48,69,73,0.0
Bird2,0034.jpg,222,241,69,73,82,28,69,73,0.0
Bird2,0035.jpg,221,243,69,73,102,8,69,73,0.0
Bird2,0036.jpg,227,241,69,73,102,0,69,73,0.0
Bird2,0037.jpg,231,240,69,73,102,0,69,73,0.0
Bird2,0038.jpg,235,240,69,73,102,0,69,73,0.0
Bird2,0039.jpg,240,236,69,73,102,0,69,73,0.0
Bird2,0040.jpg,242,239,69,73,102,0,69,73,0.0
Bird2,0041.jpg,245,238,69,73,122,10,69,73,0.0
Bird2,0042.jpg,248,238,69,73,142,0,69,73,0.0
Bird2,0043.jpg,250,239,69,73,142,0,69,73,0.0
Bird2,0044.jpg,252,241,69,73,142,0,69,73,0.0
Bird2,0045.jpg,256,240,69,73,142,0,69,73,0.0
Bird2,0046.jpg,258,241,69,73,142,0,69,73,0.0
Bird2,0047.jpg,268,241,69,73,142,0,69,73,0.0
Bird2,0048.jpg,278,238,69,73,142,0,69,73,0.0
Bird2,0049.jpg,283,241,69,73,142,0,69,73,0.0
Bird2,0050.jpg,285,236,69,73,142,0,69,73,0.0
Bird2,0051.jpg,282,236,69,73,142,0,69,73,0.0
Bird2,0052.jpg,277,234,69,73,142,0,69,73,0.0
Bird2,0053.jpg,273,234,69,73,142,0,69,73,0.0
Bird2,0054.jpg,268,233,69,73,142,0,69,73,0.0
Bird2,0055.jpg,266,233,69,73,142,0,69,73,0.0
Bird2,0056.jpg,260,233,69,73,142,0,69,73,0.0
Bird2,0057.jpg,253,233,69,73,142,0,69,73,0.0
Bird2,0058.jpg,243,230,69,73,142,0,69,73,0.0
Bird2,0059.jpg,246,231,69,73,142,0,69,73,0.0
Bird2,0060.jpg,240,233,69,73,142,0,69,73,0.0
Bird2,0061.jpg,235,226,69,73,142,0,69,73,0.0
Bird2,0062.jpg,228,228,69,73,142,0,69,73,0.0
Bird2,0063.jpg,225,226,69,73,142,0,69,73,0.0
Bird2,0064.jpg,220,229,69,73,142,0,69,73,0.0
Bird2,0065.jpg,213,225,69,73,142,0,69,73,0.0
Bird2,0066.jpg,211,224,69,73,142,0,69,73,0.0
Bird2,0067.jpg,208,225,69,73,142,0,69,73,0.0
Bird2,0068.jpg,202,224,69,73,142,0,69,73,0.0
Bird2,0069.jpg,198,225,69,73,142,0,69,73,0.0
Bird2,0070.jpg,192,219,69,73,142,0,69,73,0.0
Bird2,0071.jpg,185,218,69,73,142,0,69,73,0.0
Bird2,0072.jpg,180,215,69,73,142,0,69,73,0.0
Bird2,0073.jpg,175,215,69,73,142,0,69,73,0.0
Bird2,0074.jpg,168,215,69,73,142,0,69,73,0.0
Bird2,0075.jpg,163,216,69,73,142,0,69,73,0.0
Bird2,0076.jpg,160,215,69,73,142,0,69,73,0.0
Bird2,0077.jpg,157,215,69,73,142,0,69,73,0.0
Bird2,0078.jpg,152,215,69,73,142,0,69,73,0.0
Bird2,0079.jpg,148,218,69,73,142,0,69,73,0.0
Bird2,0080.jpg,143,216,69,73,142,0,69,73,0.0
Bird2,0081.jpg,141,213,69,73,142,0,69,73,0.0
Bird2,0082.jpg,138,214,69,73,142,0,69,73,0.0
Bird2,0083.jpg,135,211,69,73,142,0,69,73,0.0
Bird2,0084.jpg,130,213,69,73,142,0,69,73,0.0
Bird2,0085.jpg,130,214,69,73,132,0,69,73,0.0
Bird2,0086.jpg,130,214,69,73,132,0,69,73,0.0
Bird2,0087.jpg,125,213,69,73,132,0,69,73,0.0
Bird2,0088.jpg,123,213,69,73,132,0,69,73,0.0
Bird2,0089.jpg,122,213,69,73,132,0,69,73,0.0
Bird2,0090.jpg,121,215,69,73,132,0,69,73,0.0
Bird2,0091.jpg,118,219,69,73,142,0,69,73,0.0
Bird2,0092.jpg,121,218,69,73,142,0,69,73,0.0
Bird2,0093.jpg,121,218,69,73,142,0,69,73,0.0
